#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:34:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58f6c92355f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/810/14/highlat
#-nav=cat:J/ApJ/810/14&tab:{J/ApJ/810/14/highlat}&key:source=J/ApJ/810/14/highlat&HTTPPRM:&&-ref=VIZ5b58f6c92355f&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=VHE&-out=CName&-out=RAJ2000&-out=DEJ2000&-out=Sep&-out=PosErr&-out=SpCl&-out=z&-out=FRad&-out=n_FRad&-out=FX&-out=Vmag1&-out=Vmag2&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJ/810/14/highlat
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/14/highlat
#-out=3FGL
#-out=VHE
#-out=CName
#-out=RAJ2000
#-out=DEJ2000
#-out=Sep
#-out=PosErr
#-out=SpCl
#-out=z
#-out=FRad
#-out=n_FRad
#-out=FX
#-out=Vmag1
#-out=Vmag2
#

#RESOURCE=yCat_18100014
#Name: J/ApJ/810/14
#Title: Third catalog of LAT-detected AGNs (3LAC) (Ackermann+, 2015)
#Table	J_ApJ_810_14_highlat:
#Name: J/ApJ/810/14/highlat
#Title: High latitude (|b|>10deg) 3LAC full  sample and fluxes
#Column	3FGL	(A13)	3FGL Source Name (JHHMM.m+DDMMa)	[ucd=meta.id;meta.main]
#Column	VHE	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.code]
#Column	CName	(a26)	Name of the counterpart source	[ucd=meta.id.cross]
#Column	RAJ2000	(F9.5)	Radio counterpart right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Radio counterpart declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sep	(F6.3)	[0/0.4] Angular separation with counterpart source	[ucd=meta.id.assoc;pos.angDistance]
#Column	PosErr	(F6.3)	[0/0.6] 95% error radius	[ucd=stat.error;phys.angSize]
#Column	SpCl	(a7)	Optical class (G1)	[ucd=src.class]
#Column	z	(F8.5)	[0.001/3.2]? Redshift	[ucd=src.redshift]
#Column	FRad	(F9.2)	? Radio flux	[ucd=phot.flux.density;em.radio]
#Column	n_FRad	(A1)	Flag on FRad (G4)	[ucd=meta.note]
#Column	FX	(F8.3)	? X-ray flux; units of 1e-13erg/cm2/s	[ucd=phot.flux;em.X-ray]
#Column	Vmag1	(F6.3)	? USNO V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Vmag2	(F6.3)	? SDSS V band magnitude	[ucd=phot.mag;em.opt.V]
3FGL	VHE	CName	RAJ2000	DEJ2000	Sep	PosErr	SpCl	z	FRad	n_FRad	FX	Vmag1	Vmag2
J0828.5+5217 	  0	TXS 0824+524              	126.97374	+52.29953	 0.102	 0.115	fsrq   	 0.33762	   278.88	N	        	18.918	17.930
J0829.3+0901 	  0	TXS 0826+091              	127.37633	+08.97258	 0.059	 0.112	fsrq   	 0.86600	   334.51	N	        	      	19.580
J0829.6-1137 	  0	NVSS J082939-114103       	127.41320	-11.68433	 0.064	 0.085	bcu II 	        	    51.19	N	        	18.345	
J0830.3-5855 	  0	PMN J0829-5856            	127.37987	-58.93353	 0.102	 0.144	bcu III	        	    44.70	S	        	16.393	
J0830.7+2408 	  0	OJ 248                    	127.71703	+24.18328	 0.056	 0.061	fsrq   	 0.93900	   739.25	N	  29.300	17.210	16.930
J0831.9+0430 	  0	PKS 0829+046              	127.95365	+04.49419	 0.039	 0.028	bll    	 0.17400	  1241.87	N	        	14.652	14.770
J0832.6+4914 	  0	OJ 448                    	128.09674	+49.22251	 0.053	 0.118	bll    	        	   344.51	N	        	18.518	18.350
J0834.1+4223 	  0	OJ 451                    	128.47452	+42.40051	 0.040	 0.073	fsrq   	 0.24907	   249.25	N	        	16.905	16.300
J0834.7+4403 	  0	B3 0831+442               	128.74250	+44.06059	 0.038	 0.077	bll    	        	   148.58	N	        	19.465	17.390
J0835.4+0930 	  0	GB6 J0835+0936            	128.93005	+09.62166	 0.129	 0.118	bll    	        	    81.08	N	        	19.465	17.680
J0836.3+2143 	  0	MG2 J083615+2138          	129.06757	+21.65099	 0.070	 0.160	bcu II 	        	   133.00	N	        	20.040	19.110
J0836.5-2020 	  0	PKS 0834-20               	129.16340	-20.28320	 0.065	 0.169	fsrq   	 2.75200	  1971.13	N	  13.100	18.907	
J0839.5+0102 	  0	PKS 0837+012              	129.95671	+01.07409	 0.076	 0.082	fsrq   	 1.12300	   422.33	N	        	18.662	18.780
J0839.6+1803 	  0	TXS 0836+182              	129.87801	+18.04643	 0.044	 0.070	bll    	        	   410.71	N	        	18.022	16.530
J0839.6+3538 	  0	FIRST J083943.3+354001    	129.93068	+35.66705	 0.032	 0.071	bll    	        	    76.47	N	        	18.084	18.150
J0840.8+1315 	  0	3C 207                    	130.19829	+13.20655	 0.048	 0.118	ssrq   	 0.68100	  2613.56	N	  10.300	18.224	17.820
J0841.4+7053 	  0	S5 0836+71                	130.35152	+70.89505	 0.007	 0.046	fsrq   	 2.21800	  3823.82	N	 107.000	16.737	
J0842.0-6055 	  0	PMN J0842-6053            	130.61067	-60.89733	 0.054	 0.060	bcu II 	        	   775.90	S	        	19.704	
J0843.9+5311 	  0	NVSS J084411+531250       	131.04875	+53.21405	 0.037	 0.075	bll    	        	    46.87	N	        	18.761	17.730
J0846.7-0651 	  0	TXS 0845-068              	131.98641	-07.05470	 0.364	 0.282	bll    	        	   727.00	A	  46.500	16.060	
J0846.9-2336 	  0	PMN J0847-2337            	131.75652	-23.61713	 0.015	 0.041	bll    	 0.05900	   145.43	N	  34.800	11.166	
J0847.1+1134 	  1	RX J0847.1+1133           	131.80388	+11.56393	 0.016	 0.048	bll    	 0.19900	    33.34	N	 238.000	16.805	16.830
J0849.1+6607 	  0	GB6 J0848+6605            	132.22759	+66.10264	 0.037	 0.054	bll    	        	    47.74	N	        	17.338	
J0849.3+0458 	  0	TXS 0846+051              	132.38562	+04.91885	 0.086	 0.087	bll    	        	   183.91	N	        	18.265	17.200
J0849.9+5108 	  0	SBS 0846+513              	132.49157	+51.14140	 0.007	 0.037	nlsy1  	 0.58400	   266.88	N	        	18.194	17.370
J0850.0+4855 	  0	GB6 J0850+4855            	132.50146	+48.91630	 0.012	 0.028	bll    	        	    92.18	N	        	19.189	17.710
J0850.2+3500 	  0	RX J0850.5+3455           	132.65081	+34.92299	 0.104	 0.086	bll    	 0.14500	    35.52	N	  14.100	13.778	15.430
J0850.2-1214 	  0	PMN J0850-1213            	132.54015	-12.22649	 0.018	 0.028	fsrq   	 0.56600	   323.76	N	        	17.472	
J0851.8+5531 	  0	SDSS J085135.93+552834.5  	132.89971	+55.47623	 0.059	 0.127	bll    	        	   108.97	N	        	18.401	17.580
J0854.2+4408 	  0	B3 0850+443               	133.54120	+44.14175	 0.023	 0.079	bll    	        	    79.87	N	  34.700	18.470	16.570
J0854.8+2006 	  0	OJ 287                    	133.70365	+20.10851	 0.005	 0.020	bll    	 0.30600	  1512.38	N	        	15.733	14.720
J0855.2-0718 	  0	PKS 0852-07               	133.78942	-07.25079	 0.060	 0.189	bcu II 	        	  1157.31	N	        	19.780	
J0856.5+2057 	  0	TXS 0853+211              	134.16559	+20.96206	 0.015	 0.071	bll    	 0.18000	   205.60	N	        	18.930	17.590
J0856.7-1105 	  0	PMN J0856-1105            	134.17418	-11.08734	 0.006	 0.028	bll    	        	   475.60	N	   7.470	17.268	
J0858.1-1951 	  0	PKS 0855-19               	134.52235	-19.84359	 0.021	 0.079	bcu II 	        	  1226.43	N	  14.700	18.797	
J0859.1+6219 	  0	1RXS J085930.5+621737     	134.87796	+62.29180	 0.050	 0.127	bll    	        	    22.22	N	  15.700	19.406	18.660
J0902.4+2050 	  0	NVSS J090226+205045       	135.61213	+20.84622	 0.009	 0.037	bll    	        	    59.33	N	        	17.162	15.870
J0903.1+4649 	  0	S4 0859+47                	135.76663	+46.85115	 0.038	 0.134	fsrq   	 1.46200	  1755.41	N	   4.370	18.656	18.760
J0904.3+4240 	  0	S4 0900+42                	136.06512	+42.63466	 0.051	 0.100	bcu II 	        	  1247.97	N	        	      	20.030
J0904.9+2739 	  0	GB6 J0905+2748A           	136.26688	+27.80492	 0.148	 0.173	fsrq   	 1.48750	   180.60	N	        	19.410	19.430
J0905.5+1358 	  0	MG1 J090534+1358          	136.39579	+13.96842	 0.006	 0.036	bll    	        	   129.44	N	        	17.058	15.910
J0906.3-0906 	  0	PMN J0906-0905            	136.57523	-09.09581	 0.007	 0.047	bll    	        	    73.88	N	        	18.803	
J0909.0+2310 	  0	RX J0908.9+2311           	137.25261	+23.18694	 0.024	 0.064	bll    	 0.22300	    47.35	N	  10.300	17.820	
J0909.1+0121 	  0	PKS 0906+01               	137.29205	+01.35989	 0.006	 0.032	fsrq   	 1.02400	   760.30	N	  14.800	16.942	17.330
J0909.6+0157 	  0	PKS 0907+022              	137.41603	+02.00146	 0.040	 0.072	bll    	        	   157.27	N	        	18.687	18.130
J0909.8-0229 	  0	PKS 0907-023              	137.43718	-02.52510	 0.033	 0.049	fsrq   	 0.95700	   625.43	N	        	17.434	16.910
J0910.5+3329 	  0	Ton 1015                  	137.65431	+33.49012	 0.006	 0.030	bll    	        	   105.72	N	  22.600	15.979	15.640
J0910.7+3858 	  0	FBQS J091052.0+390202     	137.71611	+39.03249	 0.065	 0.080	bll    	 0.19870	    10.49	N	        	17.755	17.120
J0910.9+2248 	  0	TXS 0907+230              	137.67555	+22.80988	 0.065	 0.087	fsrq   	 2.66100	   108.85	N	        	18.517	19.090
J0911.8+3351 	  0	B2 0909+34                	138.02865	+33.80861	 0.068	 0.077	fsrq   	 1.87700	   257.92	N	        	18.284	18.300
J0911.8+3351 	  0	MG2 J091151+3349          	137.94901	+33.82133	 0.037	 0.077	bll    	 0.45600	   380.84	N	        	18.560	17.980
J0912.2+4126 	  0	B3 0908+416B              	138.04839	+41.43593	 0.008	 0.137	fsrq   	 2.56300	   346.21	N	        	      	19.960
J0912.4+2800 	  0	1RXS J091211.9+275955     	138.04671	+27.99108	 0.056	 0.077	bll    	        	     4.37	N	  12.000	18.686	
J0912.6-2757 	  0	PMN J0912-2752            	138.13161	-27.87145	 0.092	 0.157	bcu II 	        	   256.98	N	        	      	
J0912.7+1556 	  0	SDSS J091230.61+155528.0  	138.12754	+15.92445	 0.066	 0.079	bll    	 0.21200	    29.62	N	  76.900	15.469	13.650
J0912.9-2104 	  0	MRC 0910-208              	138.25093	-21.05585	 0.021	 0.036	bll    	 0.19800	   329.46	N	 402.000	15.405	
J0915.0+5844 	  0	SDSS J091608.57+584434.0  	139.03539	+58.74552	 0.138	 0.198	bcu II 	        	   752.95	N	        	19.785	18.000
J0915.8+2933 	  0	Ton 0396                  	138.96834	+29.55668	 0.005	 0.025	bll    	        	   342.12	N	 121.000	15.604	15.480
J0916.3+3857 	  0	S4 0913+39                	139.20377	+38.90782	 0.104	 0.115	fsrq   	 1.26700	  1005.49	N	   3.380	19.078	18.320
J0917.3-0344 	  0	NVSS J091714-034315       	139.31078	-03.72095	 0.039	 0.092	bcu II 	        	    32.21	N	  29.900	17.248	
J0920.9+4442 	  0	S4 0917+44                	140.24358	+44.69833	 0.012	 0.022	fsrq   	 2.19000	  1017.75	N	  18.300	16.816	17.420
J0921.0-2258 	  0	NVSS J092057-225721       	140.23914	-22.95591	 0.016	 0.090	bcu II 	        	    14.38	N	  82.400	18.526	
J0921.8+6215 	  0	OK 630                    	140.40096	+62.26449	 0.024	 0.045	fsrq   	 1.44600	   946.27	N	        	19.142	18.250
J0922.4-0529 	  0	TXS 0919-052              	140.59864	-05.48533	 0.012	 0.074	fsrq   	 0.97400	   490.63	N	        	15.042	
J0923.1+3853 	  0	B2 0920+39                	140.81022	+38.82775	 0.071	 0.162	bcu II 	        	   375.41	N	        	      	
J0923.3+4127 	  0	B3 0920+416               	140.88044	+41.42429	 0.047	 0.075	fsrq   	 1.73200	   199.85	N	        	      	19.350
J0924.0+2816 	  0	B2 0920+28                	140.96468	+28.25695	 0.041	 0.095	fsrq   	 0.74400	   272.95	N	        	18.638	18.800
J0924.2+0534 	  0	RBS 0771                  	141.00527	+05.56186	 0.060	 0.079	bll    	        	     7.61	N	  51.500	18.319	17.870
J0925.6+5959 	  0	NVSS J092542+595812       	141.42782	+59.96996	 0.026	 0.079	bll    	        	    10.13	N	  11.300	19.901	18.760
J0925.7+3129 	  0	B2 0922+31B               	141.43188	+31.45300	 0.040	 0.099	bll    	        	   383.29	N	        	18.640	17.960
J0926.3+5409 	  0	NVSS J092638+541126       	141.66239	+54.19052	 0.059	 0.102	bll    	 0.84100	    38.21	N	        	19.325	18.780
J0927.9-2037 	  0	PKS 0925-203              	141.96593	-20.58090	 0.049	 0.100	fsrq   	 0.34800	   843.05	N	  50.900	16.151	
J0928.5+4048 	  0	1RXS J092837.8+404858     	142.15567	+40.81200	 0.018	 0.069	bll    	        	     7.12	N	   5.340	18.655	18.050
J0928.7+7300 	  0	4C +73.07                 	142.25017	+72.95285	 0.064	 0.147	bcu II 	        	   479.04	N	        	      	
J0928.7+7300 	  0	GB6 J0929+7304            	142.42567	+73.06792	 0.088	 0.147	bcu II 	        	   146.38	N	        	19.234	
J0928.9-3530 	  0	NVSS J092849-352947       	142.20762	-35.49690	 0.034	 0.055	bcu II 	        	    23.59	N	        	18.767	
J0929.4+5013 	  0	GB6 J0929+5013            	142.31433	+50.22666	 0.026	 0.046	bll    	        	   522.57	N	   9.420	16.362	16.010
J0930.0+4951 	  0	1ES 0927+500              	142.65741	+49.84064	 0.088	 0.121	bll    	 0.18700	    21.56	N	 269.000	17.154	17.080
J0930.2+8612 	  0	S5 0916+864               	142.42941	+86.20591	 0.010	 0.037	bll    	        	   142.79	N	   3.300	18.577	
J0934.1+3933 	  0	GB6 J0934+3926            	143.52779	+39.44226	 0.123	 0.166	bll    	        	   121.53	N	        	      	18.800
J0934.1+3933 	  0	3C 221                    	143.77767	+39.70186	 0.223	 0.166	rdg    	        	  1030.09	N	        	      	
J0937.7+5008 	  0	GB6 J0937+5008            	144.30136	+50.14780	 0.093	 0.105	fsrq   	 0.27600	   167.19	N	  13.400	19.004	17.910
J0939.2-1732 	  0	TXS 0936-173              	144.82998	-17.52660	 0.019	 0.088	bcu II 	        	   263.72	N	        	      	
J0939.9-2831 	  0	TXS 0937-282              	145.02038	-28.49163	 0.046	 0.096	bcu II 	        	   382.14	N	        	      	
J0940.9-1337 	  0	TXS 0938-133              	145.26062	-13.59750	 0.027	 0.090	fsrq   	 0.55100	   290.02	N	        	17.626	
J0941.6+2727 	  0	MG2 J094148+2728          	145.45048	+27.47745	 0.036	 0.124	fsrq   	 1.30500	   177.79	N	        	17.980	18.150
J0942.1-0756 	  0	PMN J0942-0800            	145.58942	-07.99811	 0.073	 0.094	bll    	        	   216.55	N	        	17.799	
J0945.9+5756 	  0	GB6 J0945+5757            	146.42598	+57.96325	 0.037	 0.074	bll    	 0.22900	   112.04	N	        	15.104	16.490
J0946.2+0103 	  0	RXS J094620.5+010459      	146.58424	+01.08114	 0.020	 0.068	bll    	 0.57700	    15.05	N	  43.400	19.563	18.610
J0946.5+1017 	  0	TXS 0943+105              	146.64612	+10.28504	 0.010	 0.052	fsrq   	 1.00700	   410.85	N	        	18.764	18.990
J0947.1-2542 	  0	1RXS J094709.2-254056     	146.78969	-25.68334	 0.025	 0.066	bcu II 	        	    42.04	N	  34.200	17.354	
J0948.6+4041 	  0	4C +40.24                 	147.23058	+40.66239	 0.057	 0.157	fsrq   	 1.24900	  1600.15	N	   3.970	18.356	17.530
J0948.8+0021 	  0	PMN J0948+0022            	147.23883	+00.37377	 0.019	 0.042	nlsy1  	 0.58500	    70.18	N	  12.700	18.201	18.170
J0950.1+4554 	  0	RX J0950.2+4553           	147.54924	+45.88890	 0.018	 0.049	bll    	 0.39900	    48.29	N	   1.990	18.782	18.180
J0953.0-0839 	  0	PMN J0953-0840            	148.26129	-08.67177	 0.010	 0.025	bll    	        	    85.26	N	  44.600	17.676	
J0953.1-7657 	  0	1RXS J095306.1-765755     	148.26675	-76.96789	 0.008	 0.057	bcu II 	        	    23.90	S	  21.700	18.689	
J0954.2+4913 	  0	1ES 0950+495              	148.54126	+49.25027	 0.031	 0.050	bll    	 0.38000	     2.87	N	  19.500	19.492	18.510
J0956.6+2515 	  0	OK 290                    	149.20781	+25.25446	 0.050	 0.076	fsrq   	 0.70800	  1080.69	N	   9.690	18.333	17.840
J0957.4+4728 	  0	OK 492                    	149.58197	+47.41885	 0.153	 0.175	fsrq   	 1.88200	   604.34	N	   6.830	18.350	18.120
J0957.5-1351 	  0	PMN J0957-1350            	149.32576	-13.83366	 0.063	 0.091	fsrq   	 1.32300	   362.70	N	        	18.036	
J0957.6+5523 	  0	4C +55.17                 	149.40910	+55.38271	 0.004	 0.012	fsrq   	 0.89900	  3079.76	N	   7.690	17.422	17.190
J0958.3-0318 	  0	1RXS J095806.4-031729     	149.52559	-03.29397	 0.059	 0.120	bll    	        	     7.59	N	  28.200	19.026	18.710
J0958.4-6752 	  0	1RXS J095812.8-675241     	149.55412	-67.87881	 0.018	 0.043	bcu II 	        	    39.50	S	 132.000	16.680	
J0958.6+6534 	  0	S4 0954+65                	149.69685	+65.56523	 0.015	 0.036	bll    	 0.36700	   730.03	N	  11.200	15.905	
J0958.6-2447 	  0	TXS 0956-244              	149.58528	-24.73323	 0.100	 0.154	bcu II 	        	   170.08	N	        	20.448	
J0959.7+2124 	  0	RX J0959.4+2123           	149.87454	+21.38919	 0.055	 0.088	bll    	 0.36500	    40.92	N	  80.900	17.494	17.560
J1001.0+2913 	  0	GB6 J1001+2911            	150.29252	+29.19376	 0.048	 0.071	bll    	 0.55800	   197.35	N	   3.730	17.069	17.410
J1002.3+2220 	  0	1RXS J100235.8+221609     	150.64340	+22.27080	 0.079	 0.202	bll    	        	    14.02	N	   8.130	19.091	18.430
J1003.6+2608 	  0	PKS 1000+26               	150.92629	+26.08655	 0.051	 0.133	bcu I  	        	   440.33	N	        	20.254	19.670
J1006.7+3453 	  0	EXO 1004.0+3509           	151.73530	+34.91255	 0.039	 0.083	bll    	 0.61200	     6.73	N	  20.500	18.008	18.580
J1006.7-2159 	  0	PKS 1004-217              	151.69339	-21.98900	 0.007	 0.048	fsrq   	 0.33000	   230.83	N	        	16.632	
J1007.4-3334 	  0	PKS 1005-333              	151.88078	-33.55187	 0.025	 0.333	fsrq   	 1.83700	   652.00	A	        	19.803	
J1007.4-3334 	  0	TXS 1005-333              	152.03046	-33.55469	 0.131	 0.333	bcu II 	        	   568.10	S	        	20.420	
J1007.8+0026 	  0	PKS 1005+007              	152.04765	+00.49999	 0.102	 0.110	bcu I  	 0.09790	   485.56	N	  10.200	13.713	15.070
J1007.9+0621 	  0	MG1 J100800+0621          	152.00340	+06.35589	 0.017	 0.051	bll    	        	   507.51	N	   9.270	17.534	17.020
J1008.9-2910 	  0	PMN J1008-2912            	152.18742	-29.21160	 0.052	 0.107	bcu II 	        	    73.43	N	        	      	
J1009.0-3137 	  0	PKS 1006-313              	152.21063	-31.65152	 0.044	 0.098	bcu II 	        	   237.22	N	        	18.734	
J1010.2-3120 	  1	1RXS J101015.9-311909     	152.56615	-31.31851	 0.022	 0.032	bll    	 0.14300	    74.41	N	 283.000	14.121	
J1010.8-0158 	  0	PKS 1008-01               	152.71528	-02.00544	 0.030	 0.121	fsrq   	 0.88700	   686.03	N	        	18.792	18.650
J1010.8-0158 	  0	NVSS J101051-020227       	152.71503	-02.04093	 0.065	 0.121	fsrq   	 0.89600	   533.47	N	        	18.800	18.950
J1012.2+0631 	  0	NRAO 350                  	153.05562	+06.51589	 0.018	 0.051	bll    	 0.51800	   535.77	N	        	18.222	16.720
J1012.6+2439 	  0	MG2 J101241+2439          	153.17241	+24.65649	 0.019	 0.034	fsrq   	 1.80500	   102.50	N	        	19.614	19.310
J1012.7+4229 	  0	B3 1009+427               	153.18461	+42.49919	 0.006	 0.054	bll    	 0.36500	    79.64	N	  83.000	17.699	17.580
J1013.5+3440 	  0	OL 318                    	153.45673	+34.76411	 0.105	 0.124	fsrq   	 1.41400	   356.09	N	        	19.953	
J1014.2+4115 	  0	GB6 J1014+4112            	153.57443	+41.20474	 0.050	 0.115	bcu II 	        	    45.46	N	        	19.703	20.290
J1015.0+4925 	  1	1H 1013+498               	153.76725	+49.43353	 0.003	 0.012	bll    	 0.21200	   378.22	N	 198.000	14.909	15.170
J1016.0+0513 	  0	TXS 1013+054              	154.01307	+05.21732	 0.010	 0.027	fsrq   	 1.71400	   401.77	N	        	20.172	18.250
J1016.0-0635 	  0	NVSS J101626-063624       	154.11237	-06.60700	 0.091	 0.193	bcu II 	        	    39.75	N	        	      	
J1016.1+5555 	  0	TXS 1012+560              	153.93512	+55.85017	 0.091	 0.092	bcu II 	        	   133.09	N	        	19.607	19.130
J1018.1+1904 	  0	NVSS J101808+190614       	154.53337	+19.10405	 0.029	 0.040	bll    	        	    14.68	N	        	      	
J1018.1+1904 	  0	MG1 J101810+1903          	154.55498	+19.05106	 0.037	 0.040	bcu II 	        	    81.36	N	        	19.765	18.710
J1018.3+3542 	  0	B2 1015+35B               	154.54578	+35.71096	 0.029	 0.137	fsrq   	 1.22600	   615.78	N	   4.240	18.169	17.950
J1018.4-3119 	  0	PKS 1016-311              	154.61981	-31.39829	 0.075	 0.149	fsrq   	 0.79400	   379.47	N	        	18.223	
J1018.5+0530 	  0	TXS 1015+057              	154.61603	+05.50832	 0.013	 0.075	fsrq   	 1.94400	   278.36	N	        	19.975	18.540
J1018.8+5913 	  0	TXS 1015+594              	154.74392	+59.19107	 0.042	 0.076	bll    	        	    98.03	N	        	17.843	17.210
J1020.0+6323 	  0	GB6 J1019+6319            	154.96199	+63.33379	 0.058	 0.087	bll    	        	   109.07	N	        	19.070	17.800
J1021.8+8023 	  0	NVSS J102201+802350       	155.50876	+80.39722	 0.014	 0.076	bcu II 	        	   200.02	N	        	      	19.840
J1022.3-4234 	  0	PMN J1022-4232            	155.57657	-42.53525	 0.045	 0.117	bcu II 	        	    91.40	S	        	      	
J1022.8-0113 	  0	RX J1022.7-0112           	155.68219	-01.21733	 0.023	 0.044	bll    	        	    36.28	N	 131.000	16.510	16.980
J1023.1+3952 	  0	FBQS J102333.5+395312     	155.88960	+39.88686	 0.086	 0.168	fsrq   	 1.33200	    61.46	N	        	18.099	17.900
J1023.1+3952 	  0	4C +40.25                 	155.79819	+39.80427	 0.071	 0.168	fsrq   	 1.25400	  1123.20	N	        	17.344	18.070
J1023.7+3000 	  0	RX J1023.6+3001           	155.91557	+30.01604	 0.027	 0.064	bll    	 0.43300	     9.08	N	  14.400	18.627	17.990
J1023.9-4335 	  0	RX J1023.9-4336           	155.98342	-43.60000	 0.015	 0.024	bll    	        	    32.20	S	 373.000	16.810	
J1024.1-3232 	  0	PKS 1021-323              	156.00177	-32.57113	 0.046	 0.052	fsrq   	 1.56800	   468.97	N	        	18.694	
J1024.8+0105 	  0	PMN J1024+0056            	156.15723	+00.93722	 0.172	 0.257	bcu II 	        	   134.94	N	        	      	20.390
J1025.1+2333 	  0	MG2 J102456+2332          	156.22349	+23.54277	 0.058	 0.121	bll    	 0.16500	   109.27	N	   4.030	16.656	16.380
J1026.4-8542 	  0	PKS 1029-85               	156.64321	-85.72064	 0.006	 0.043	bll    	        	   273.50	S	        	17.020	
J1026.5+7423 	  0	GB6 J1027+7428            	156.85061	+74.47392	 0.100	 0.139	bcu II 	        	   185.24	N	        	19.863	
J1026.9-1750 	  0	1RXS J102658.5-174905     	156.74408	-17.81635	 0.028	 0.032	bll    	 0.11400	    11.63	N	  59.700	16.591	
J1027.0+0609 	  0	NVSS J102703+060934       	156.76379	+06.15949	 0.006	 0.060	bll    	 0.44900	    10.59	N	        	19.380	18.210
J1027.7+6316 	  0	RX J1027.4+6317           	156.85466	+63.29811	 0.042	 0.068	bll    	        	    25.85	N	  11.600	17.930	16.010
J1028.0+1829 	  0	GB6 J1027+1831            	156.93764	+18.52743	 0.082	 0.086	bcu II 	        	    45.46	N	        	19.239	19.240
J1028.5-0235 	  0	PMN J1028-0237            	157.14184	-02.61659	 0.032	 0.118	fsrq   	 0.47600	    87.25	N	        	19.536	17.910
J1030.4-2030 	  0	NVSS J103040-203032       	157.66834	-20.51008	 0.057	 0.063	bcu III	        	    11.50	N	   5.770	18.384	
J1031.0+7440 	  0	S5 1027+74                	157.84177	+74.69954	 0.027	 0.066	bcu I  	 0.12300	   209.49	N	  23.000	14.829	
J1031.2+5053 	  0	1ES 1028+511              	157.82719	+50.89328	 0.009	 0.028	bll    	 0.36100	    38.06	N	 558.000	16.234	16.430
J1031.6+6021 	  0	TXS 1028+605              	157.93649	+60.34177	 0.020	 0.071	fsrq   	 1.23000	   321.38	N	   5.580	17.904	17.900
J1032.5+6623 	  0	SDSS J103239.06+662323.2  	158.16283	+66.38978	 0.008	 0.090	bll    	        	    85.35	N	        	18.995	18.600
J1032.7+3735 	  0	B3 1029+378               	158.16967	+37.64076	 0.052	 0.070	bll    	        	    84.56	N	        	18.436	17.440
J1033.2+4116 	  0	S4 1030+41                	158.26545	+41.26840	 0.030	 0.043	fsrq   	 1.11700	   473.78	N	        	19.903	19.190
J1033.8+6051 	  0	S4 1030+61                	158.46429	+60.85204	 0.007	 0.020	fsrq   	 1.40100	   462.47	N	        	20.120	17.930
J1035.2+5545 	  0	GB6 J1035+5542            	158.93978	+55.71513	 0.075	 0.203	bcu II 	        	   130.17	N	        	20.047	19.560
J1037.0-2934 	  0	PKS 1034-293              	159.31700	-29.56745	 0.047	 0.174	fsrq   	 0.31200	  1113.29	N	  17.800	17.642	
J1037.4-3742 	  0	PKS 1034-374              	159.22267	-37.73752	 0.110	 0.207	fsrq   	 1.82100	   329.10	N	        	18.923	
J1037.5+5711 	  0	GB6 J1037+5711            	159.43462	+57.19879	 0.025	 0.020	bll    	        	    71.84	N	  20.400	16.568	15.960
J1037.5-2821 	  0	PKS B1035-281             	159.42691	-28.38447	 0.048	 0.060	fsrq   	 1.06600	   409.48	N	        	      	
J1040.4+0615 	  0	GB6 J1040+0617            	160.13177	+06.28938	 0.033	 0.044	bcu II 	        	    34.67	N	        	20.088	18.920
J1040.8+1342 	  0	1RXS J104057.7+134216     	160.24323	+13.69819	 0.023	 0.088	bcu II 	        	     5.60	N	  15.000	19.969	19.080
J1040.9-1205 	  0	NVSS J104108-120332       	160.28570	-12.05916	 0.053	 0.105	bcu II 	        	    14.16	N	        	18.831	
J1041.8+3901 	  0	B3 1038+392               	160.45429	+39.02283	 0.005	 0.070	bll    	 0.21000	    34.00	N	  14.600	16.575	16.370
J1042.0-0557 	  0	PMN J1042-0558            	160.51695	-05.97076	 0.020	 0.066	bcu II 	        	    83.71	N	        	18.132	
J1042.1-4126 	  0	1RXS J104204.1-412936     	160.51249	-41.49163	 0.060	 0.077	bcu II 	        	    20.40	S	        	18.364	
J1043.1+2407 	  0	B2 1040+24A               	160.78765	+24.14317	 0.015	 0.054	fsrq   	 0.56196	   325.17	N	  15.000	17.168	16.510
