#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:14:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58cf1a11f61	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/218/23/table4
#-nav=cat:J/ApJS/218/23&tab:{J/ApJS/218/23/table4}&key:source=J/ApJS/218/23/table4&HTTPPRM:&&-ref=VIZ5b58cf1a11f61&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=LC&-ignore=LC=*&LC=LC&-out=Na&-out=Sp&-out=RAJ2000&-out=DEJ2000&-out=amaj&-out=amin&-out=phi&-out=Sig&-out=F35&-out=S25&-out=Gamma&-out=Mod&-out=Var&-out=Flag&-out=Assoc&-out=TeV&-out=Class&-out=ID&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/218/23/table4
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/218/23/table4
#-out=3FGL
#-out=LC
#-out=Na
#-out=Sp
#-out=RAJ2000
#-out=DEJ2000
#-out=amaj
#-out=amin
#-out=phi
#-out=Sig
#-out=F35
#-out=S25
#-out=Gamma
#-out=Mod
#-out=Var
#-out=Flag
#-out=Assoc
#-out=TeV
#-out=Class
#-out=ID
#-out=Simbad
#

#RESOURCE=yCat_22180023
#Name: J/ApJS/218/23
#Title: Fermi LAT third source catalog (3FGL) (Acero+, 2015)
#Table	J_ApJS_218_23_table4:
#Name: J/ApJS/218/23/table4
#Title: LAT 4-year catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	3FGL	(A13)	The 3FGL name (1)	[ucd=meta.id;meta.main]
#Column	LC	(A2)	Display the 3FGL light curves image for this object from the Fermi SSC site (updated weekly)	[ucd=meta.ref.url]
#Column	Na	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Sp	(I1)	Number of spectral analyses for this source (table8) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	RAJ2000	(F7.3)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F6.3)	[0.005/1.1]? 95% confidence error ellipse semimajor axis	[ucd=phys.angSize.smajAxis;pos.errorEllipse]
#Column	amin	(F6.3)	[0.005/0.6]? 95% confidence error ellipse semiminor axis	[ucd=phys.angSize.sminAxis;pos.errorEllipse]
#Column	phi	(I3)	[-90/90]? Position angle {phi} of error ellipse (East of North) [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	Sig	(F6.1)	[4/1049]? Significance (2)	[ucd=stat.fit.goodness]
#Column	F35	(F6.1)	[0/1298] Photon flux summed over 3 bands 1-100GeV (10^-9^ph/cm^2^/s)	[ucd=phot.count;em.gamma.hard]
#Column	S25	(F6.1)	[1.7/8932] Energy flux for 100MeV-100GeV from power-law fit (10^-12^erg/s/cm^2^)	[ucd=phot.flux.density;em.gamma.hard]
#Column	Gamma	(F5.2)	[1.1/5.8] Photon power-law index {Gamma} for 100MeV-100GeV	[ucd=meta.code;spect.index]
#Column	Mod	(A2)	Spectral model used to fit the energy spectrum (PL, EC or LP) (3)	[ucd=instr.setup;meta.modelled]
#Column	Var	(A1)	[T] Variability flag, T=true (4)	[ucd=meta.code;src.var]
#Column	Flag	(a12)	Analysis flag(s); see Table 3	[ucd=meta.code.error]
#Column	Assoc	(A18)	The {gamma}-ray association (5)	[ucd=meta.id.assoc]
#Column	TeV	(A1)	[EP] Extended or Point-like source (6)	[ucd=meta.code]
#Column	Class	(A5)	Astrophysical class of source (7)	[ucd=src.class]
#Column	ID	(a26)	Designator of identified or associated source (8)	[ucd=meta.id.assoc]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	3FGL	LC	Na	Sp	RAJ2000	DEJ2000	amaj	amin	phi	Sig	F35	S25	Gamma	Mod	Var	Flag	Assoc	TeV	Class	ID	Simbad
074.26400	-23.41200	J0457.0-2324 	LC	  6	0	074.264	-23.412	 0.013	 0.013	 66	 161.1	  18.0	 176.4	 2.21	LP	T	9           	EGR J0456-2334    	 	     	                          	Simbad
075.09100	+52.61800	J0500.3+5237 	LC	  1	0	075.091	+52.618	 0.054	 0.047	  5	   8.6	   0.7	   9.2	 2.35	PL	 	            	1FGL J0500.1+5237 	 	spp  	                          	Simbad
075.31800	-01.96600	J0501.2-0157 	LC	  3	0	075.318	-01.966	 0.045	 0.042	-60	  32.5	   2.3	  31.1	 2.41	PL	T	            	2FGL J0501.2-0155 	 	fsrq 	S3 0458-02                	Simbad
075.31800	-01.96600	J0501.2-0157 	LC	  3	0	075.318	-01.966	 0.045	 0.042	-60	  32.5	   2.3	  31.1	 2.41	PL	T	            	1FGL J0501.0-0200 	 	     	                          	Simbad
075.31800	-01.96600	J0501.2-0157 	LC	  3	0	075.318	-01.966	 0.045	 0.042	-60	  32.5	   2.3	  31.1	 2.41	PL	T	            	3EG J0500-0159    	 	     	                          	Simbad
075.46900	+30.77700	J0501.8+3046 	LC	  1	0	075.469	+30.777	 0.064	 0.055	 25	   6.3	   0.6	   6.2	 2.12	PL	 	3           	                  	 	bcu  	1RXS J050140.8+304831     	Simbad
075.62600	+06.21400	J0502.5+0612 	LC	  2	0	075.626	+06.214	 0.180	 0.148	 61	   5.9	   0.4	   8.3	 2.71	PL	 	            	2FGL J0502.5+0607 	 	fsrq 	PKS 0459+060              	Simbad
075.62600	+06.21400	J0502.5+0612 	LC	  2	0	075.626	+06.214	 0.180	 0.148	 61	   5.9	   0.4	   8.3	 2.71	PL	 	            	3EG J0459+0544    	 	     	                          	Simbad
075.65500	+17.99500	J0502.6+1759 	LC	  1	0	075.655	+17.995	 0.202	 0.174	  2	   4.4	   0.4	   6.7	 2.54	PL	 	            	                  	 	     	                          	Simbad
075.68600	+34.65000	J0502.7+3438 	LC	  1	0	075.686	+34.650	 0.086	 0.072	 30	   8.6	   0.9	  11.4	 2.29	PL	T	3           	                  	 	bcu  	MG2 J050234+3436          	Simbad
075.86500	+45.37500	J0503.4+4522 	LC	  2	0	075.865	+45.375	 0.101	 0.073	-33	   8.1	   0.9	  11.1	 2.36	PL	 	            	2FGL J0503.3+4517 	 	bcu  	1RXS J050339.8+451715     	Simbad
075.86500	+45.37500	J0503.4+4522 	LC	  2	0	075.865	+45.375	 0.101	 0.073	-33	   8.1	   0.9	  11.1	 2.36	PL	 	            	1FGL J0503.2+4526 	 	     	                          	Simbad
075.88900	+65.63300	J0503.5+6538 	LC	  1	0	075.889	+65.633	 0.072	 0.061	-72	   5.4	   0.3	   3.6	 2.21	PL	 	            	                  	 	bll  	1E 0458.1+6530            	Simbad
076.34300	+04.99800	J0505.3+0459 	LC	  1	0	076.343	+04.998	 0.042	 0.041	 34	  24.7	   2.7	  30.5	 2.43	LP	T	            	2FGL J0505.5+0501 	 	fsrq 	PKS 0502+049              	Simbad
076.35000	-04.37600	J0505.3-0422 	LC	  2	0	076.350	-04.376	 0.135	 0.114	 86	   5.2	   0.5	   6.1	 2.26	PL	 	            	2FGL J0505.8-0411 	 	fsrq 	S3 0503-04                	Simbad
076.35000	-04.37600	J0505.3-0422 	LC	  2	0	076.350	-04.376	 0.135	 0.114	 86	   5.2	   0.5	   6.1	 2.26	PL	 	            	1FGL J0505.8-0416 	 	     	                          	Simbad
076.38200	+04.27400	J0505.5+0416 	LC	  3	0	076.382	+04.274	 0.078	 0.070	-30	   7.6	   0.5	   6.1	 1.91	PL	 	            	1FHL J0505.4+0418 	 	bll  	MG1 J050533+0415          	Simbad
076.38200	+04.27400	J0505.5+0416 	LC	  3	0	076.382	+04.274	 0.078	 0.070	-30	   7.6	   0.5	   6.1	 1.91	PL	 	            	2FGL J0505.4+0419 	 	     	                          	Simbad
076.38200	+04.27400	J0505.5+0416 	LC	  3	0	076.382	+04.274	 0.078	 0.070	-30	   7.6	   0.5	   6.1	 1.91	PL	 	            	1FGL J0505.2+0420 	 	     	                          	Simbad
076.38300	-15.97400	J0505.5-1558 	LC	  1	0	076.383	-15.974	 0.066	 0.063	-20	   6.3	   0.4	   4.1	 2.10	PL	 	            	                  	 	bcu  	TXS 0503-160              	Simbad
076.48200	+61.24500	J0505.9+6114 	LC	  1	0	076.482	+61.245	 0.056	 0.051	 83	   6.5	   0.4	   5.0	 2.01	PL	 	            	2FGL J0505.9+6116 	 	bll  	NVSS J050558+611336       	Simbad
076.58700	-03.95200	J0506.3-0357 	LC	  1	0	076.587	-03.952	 0.169	 0.125	 43	   4.3	   0.4	   4.7	 2.17	PL	 	5           	1FGL J0505.8-0416 	 	     	                          	Simbad
076.73500	+03.36200	J0506.9+0321 	LC	  1	0	076.735	+03.362	 0.090	 0.069	-56	   4.6	   0.2	   2.9	 1.80	PL	 	            	                  	 	     	                          	Simbad
076.74300	-54.58400	J0506.9-5435 	LC	  3	0	076.743	-54.584	 0.032	 0.029	-86	  14.9	   0.6	   9.0	 1.60	PL	 	            	1FHL J0506.9-5434 	 	bcu  	1ES 0505-546              	Simbad
076.74300	-54.58400	J0506.9-5435 	LC	  3	0	076.743	-54.584	 0.032	 0.029	-86	  14.9	   0.6	   9.0	 1.60	PL	 	            	2FGL J0506.7-5435 	 	     	                          	Simbad
076.74300	-54.58400	J0506.9-5435 	LC	  3	0	076.743	-54.584	 0.032	 0.029	-86	  14.9	   0.6	   9.0	 1.60	PL	 	            	1FGL J0506.9-5435 	 	     	                          	Simbad
076.78000	-61.05000	J0507.1-6102 	LC	  2	0	076.780	-61.050	 0.054	 0.052	-78	  20.0	   1.0	  15.5	 2.52	PL	T	            	2FGL J0507.5-6102 	 	fsrq 	PKS 0506-61               	Simbad
076.78000	-61.05000	J0507.1-6102 	LC	  2	0	076.780	-61.050	 0.054	 0.052	-78	  20.0	   1.0	  15.5	 2.52	PL	T	            	1FGL J0507.3-6103 	 	     	                          	Simbad
076.88800	-09.10200	J0507.5-0906 	LC	  1	0	076.888	-09.102	 0.183	 0.095	  0	   5.6	   0.4	   4.9	 2.34	PL	 	1,9         	2FGL J0506.5-0901 	 	     	                          	Simbad
077.00400	+67.61400	J0508.0+6736 	LC	  4	0	077.004	+67.614	 0.014	 0.014	 45	  39.3	   2.1	  35.5	 1.52	PL	T	            	1FHL J0508.1+6737 	P	bll  	1ES 0502+675              	Simbad
077.00400	+67.61400	J0508.0+6736 	LC	  4	0	077.004	+67.614	 0.014	 0.014	 45	  39.3	   2.1	  35.5	 1.52	PL	T	            	2FGL J0508.0+6737 	 	     	                          	Simbad
077.00400	+67.61400	J0508.0+6736 	LC	  4	0	077.004	+67.614	 0.014	 0.014	 45	  39.3	   2.1	  35.5	 1.52	PL	T	            	1FGL J0507.9+6738 	 	     	                          	Simbad
077.00400	+67.61400	J0508.0+6736 	LC	  4	0	077.004	+67.614	 0.014	 0.014	 45	  39.3	   2.1	  35.5	 1.52	PL	T	            	0FGL J0507.9+6739 	 	     	                          	Simbad
077.06200	-19.61300	J0508.2-1936 	LC	  1	0	077.062	-19.613	 0.165	 0.144	 12	   4.6	   0.3	   3.3	 2.37	PL	 	            	2FGL J0508.1-1936 	 	bcu  	PMN J0508-1936            	Simbad
077.34600	+10.20000	J0509.3+1012 	LC	  2	0	077.346	+10.200	 0.063	 0.057	-69	  10.1	   0.8	  12.1	 2.56	PL	 	            	2FGL J0509.2+1013 	 	fsrq 	PKS 0506+101              	Simbad
077.34600	+10.20000	J0509.3+1012 	LC	  2	0	077.346	+10.200	 0.063	 0.057	-69	  10.1	   0.8	  12.1	 2.56	PL	 	            	1FGL J0509.2+1015 	 	     	                          	Simbad
077.36400	+05.69900	J0509.4+0541 	LC	  4	0	077.364	+05.699	 0.016	 0.016	 76	  54.5	   6.5	  72.3	 2.04	PL	T	            	1FHL J0509.5+0542 	 	bll  	TXS 0506+056              	Simbad
077.36400	+05.69900	J0509.4+0541 	LC	  4	0	077.364	+05.699	 0.016	 0.016	 76	  54.5	   6.5	  72.3	 2.04	PL	T	            	2FGL J0509.4+0542 	 	     	                          	Simbad
077.36400	+05.69900	J0509.4+0541 	LC	  4	0	077.364	+05.699	 0.016	 0.016	 76	  54.5	   6.5	  72.3	 2.04	PL	T	            	1FGL J0509.3+0540 	 	     	                          	Simbad
077.36400	+05.69900	J0509.4+0541 	LC	  4	0	077.364	+05.699	 0.016	 0.016	 76	  54.5	   6.5	  72.3	 2.04	PL	T	            	EGR J0509+0550    	 	     	                          	Simbad
077.42700	-04.01000	J0509.7-0400 	LC	  1	0	077.427	-04.010	 0.111	 0.094	 27	   4.1	   0.2	   2.7	 1.65	PL	 	            	                  	 	bll  	1H 0506-039               	Simbad
077.43900	-64.30500	J0509.7-6418 	LC	  1	0	077.439	-64.305	 0.068	 0.061	-41	   8.5	   0.4	   4.5	 2.00	PL	 	            	1FHL J0509.9-6419 	 	bcu  	RBS 0625                  	Simbad
077.52400	+18.03600	J0510.0+1802 	LC	  2	0	077.524	+18.036	 0.059	 0.052	 51	  14.5	   1.3	  17.8	 2.41	PL	T	            	2FGL J0509.9+1802 	 	fsrq 	PKS 0507+17               	Simbad
077.52400	+18.03600	J0510.0+1802 	LC	  2	0	077.524	+18.036	 0.059	 0.052	 51	  14.5	   1.3	  17.8	 2.41	PL	T	            	1FGL J0510.0+1800 	 	     	                          	Simbad
078.01500	-37.62300	J0512.0-3737 	LC	  1	0	078.015	-37.623	 0.165	 0.111	-72	   4.1	   0.2	   2.7	 2.07	PL	 	            	                  	 	     	                          	Simbad
082.30900	+38.36700	J0529.2+3822 	LC	  1	0	082.309	+38.367	 0.116	 0.103	 85	   9.1	   1.0	  15.1	 2.53	PL	 	            	2FGL J0529.3+3821 	 	     	                          	Simbad
078.06300	+29.31200	J0512.2+2918 	LC	  1	0	078.063	+29.312	 1.068	 0.261	 44	   4.6	   0.4	   7.0	 2.57	PL	 	9           	                  	 	bcu  	B2 0509+29                	Simbad
078.24900	+40.64700	J0512.9+4038 	LC	  1	0	078.249	+40.647	 0.084	 0.064	-44	   7.3	   0.7	   8.0	 2.10	PL	 	            	2FGL J0512.9+4040 	 	bcu  	B3 0509+406               	Simbad
078.60600	+56.05600	J0514.4+5603 	LC	  1	0	078.606	+56.056	 0.222	 0.158	 23	   7.2	   0.4	   8.6	 2.71	PL	 	1,4         	3EG J0510+5545    	 	fsrq 	TXS 0510+559              	Simbad
078.67500	-44.11300	J0514.6-4406 	LC	  2	0	078.675	-44.113	 0.167	 0.154	 11	   9.0	   0.4	   4.7	 2.61	LP	 	            	2FGL J0515.0-4411 	 	     	                          	Simbad
078.67500	-44.11300	J0514.6-4406 	LC	  2	0	078.675	-44.113	 0.167	 0.154	 11	   9.0	   0.4	   4.7	 2.61	LP	 	            	1FGL J0515.6-4404 	 	     	                          	Simbad
078.83100	-45.95400	J0515.3-4557 	LC	  1	0	078.831	-45.954	 0.172	 0.132	-33	   5.0	   0.3	   4.4	 2.44	PL	 	            	2FGL J0516.5-4601 	 	fsrq 	PKS 0514-459              	Simbad
078.89300	-01.39700	J0515.5-0123 	LC	  1	0	078.893	-01.397	 0.056	 0.053	 57	   4.6	   0.2	   2.8	 1.75	PL	 	            	                  	 	bcu  	NVSS J051536-012427       	Simbad
078.96400	+15.43900	J0515.8+1526 	LC	  3	0	078.964	+15.439	 0.035	 0.034	 28	  15.9	   1.5	  16.8	 2.07	PL	 	            	1FHL J0515.9+1528 	 	bll  	GB6 J0515+1527            	Simbad
078.96400	+15.43900	J0515.8+1526 	LC	  3	0	078.964	+15.439	 0.035	 0.034	 28	  15.9	   1.5	  16.8	 2.07	PL	 	            	2FGL J0515.9+1528 	 	     	                          	Simbad
078.96400	+15.43900	J0515.8+1526 	LC	  3	0	078.964	+15.439	 0.035	 0.034	 28	  15.9	   1.5	  16.8	 2.07	PL	 	            	1FGL J0515.9+1528 	 	     	                          	Simbad
079.09500	+73.85900	J0516.3+7351 	LC	  3	0	079.095	+73.859	 0.050	 0.045	 81	   9.5	   0.5	   5.4	 1.97	PL	 	            	1FHL J0516.4+7351 	 	bll  	GB6 J0516+7350            	Simbad
079.09500	+73.85900	J0516.3+7351 	LC	  3	0	079.095	+73.859	 0.050	 0.045	 81	   9.5	   0.5	   5.4	 1.97	PL	 	            	2FGL J0515.5+7355 	 	     	                          	Simbad
079.09500	+73.85900	J0516.3+7351 	LC	  3	0	079.095	+73.859	 0.050	 0.045	 81	   9.5	   0.5	   5.4	 1.97	PL	 	            	1FGL J0515.2+7355 	 	     	                          	Simbad
079.17000	+10.20600	J0516.6+1012 	LC	  1	0	079.170	+10.206	 0.080	 0.064	  7	   4.3	   0.3	   3.5	 2.00	PL	 	            	                  	 	     	                          	Simbad
079.18900	-62.12100	J0516.7-6207 	LC	  5	0	079.189	-62.121	 0.027	 0.025	 80	  38.5	   2.8	  31.3	 2.15	PL	T	            	1FHL J0516.6-6209 	 	bll  	PKS 0516-621              	Simbad
079.18900	-62.12100	J0516.7-6207 	LC	  5	0	079.189	-62.121	 0.027	 0.025	 80	  38.5	   2.8	  31.3	 2.15	PL	T	            	2FGL J0516.8-6207 	 	     	                          	Simbad
079.18900	-62.12100	J0516.7-6207 	LC	  5	0	079.189	-62.121	 0.027	 0.025	 80	  38.5	   2.8	  31.3	 2.15	PL	T	            	1FGL J0516.7-6207 	 	     	                          	Simbad
079.18900	-62.12100	J0516.7-6207 	LC	  5	0	079.189	-62.121	 0.027	 0.025	 80	  38.5	   2.8	  31.3	 2.15	PL	T	            	0FGL J0516.2-6200 	 	     	                          	Simbad
079.18900	-62.12100	J0516.7-6207 	LC	  5	0	079.189	-62.121	 0.027	 0.025	 80	  38.5	   2.8	  31.3	 2.15	PL	T	            	3EG J0512-6150    	 	     	                          	Simbad
079.29100	+26.47900	J0517.1+2628c	LC	  1	0	079.291	+26.479	 0.122	 0.108	-32	   7.0	   0.8	  12.7	 2.53	PL	 	1,3,6       	2FGL J0516.7+2634 	 	     	                          	Simbad
079.37300	+45.66800	J0517.4+4540 	LC	  1	0	079.373	+45.668	 0.227	 0.104	 86	   4.7	   0.4	   6.3	 2.46	PL	T	4           	2FGL J0517.0+4532 	 	fsrq 	4C +45.08                 	Simbad
079.39400	+09.03700	J0517.5+0902 	LC	  2	0	079.394	+09.037	 0.114	 0.089	 -8	   4.8	   0.5	   6.4	 2.30	PL	 	5           	2FGL J0517.5+0900 	 	fsrq 	PMN J0517+0858            	Simbad
079.39400	+09.03700	J0517.5+0902 	LC	  2	0	079.394	+09.037	 0.114	 0.089	 -8	   4.8	   0.5	   6.4	 2.30	PL	 	5           	1FGL J0517.6+0857 	 	     	                          	Simbad
079.80900	-45.70700	J0519.2-4542 	LC	  1	0	079.809	-45.707	 0.154	 0.117	-39	   4.7	   0.3	   4.7	 2.49	PL	 	            	                  	 	rdg  	Pictor A                  	Simbad
079.85000	+27.77300	J0519.3+2746 	LC	  1	0	079.850	+27.773	 0.114	 0.107	-13	   4.3	   0.5	   6.1	 2.33	PL	 	            	                  	 	bcu  	4C +27.15                 	Simbad
079.87700	+08.87100	J0519.5+0852 	LC	  1	0	079.877	+08.871	 0.142	 0.121	-64	   7.9	   1.1	  11.1	 2.42	LP	 	1           	                  	 	bcu  	TXS 0516+087              	Simbad
080.35300	-17.67600	J0521.4-1740 	LC	  1	0	080.353	-17.676	 0.103	 0.095	-18	   8.0	   0.5	   6.4	 2.43	PL	 	            	2FGL J0521.4-1736 	 	fsrq 	TXS 0519-176              	Simbad
080.43600	+01.05800	J0521.7+0103 	LC	  2	0	080.436	+01.058	 0.071	 0.059	 84	   6.7	   0.3	   4.2	 1.70	PL	 	            	2FGL J0521.9+0108 	 	bcu  	NVSS J052140+010257       	Simbad
080.43600	+01.05800	J0521.7+0103 	LC	  2	0	080.436	+01.058	 0.071	 0.059	 84	   6.7	   0.3	   4.2	 1.70	PL	 	            	1FGL J0521.6+0103 	 	     	                          	Simbad
080.44300	+21.22200	J0521.7+2113 	LC	  3	0	080.443	+21.222	 0.014	 0.014	-37	  53.7	   7.9	  90.8	 1.92	PL	T	            	1FHL J0521.7+2113 	P	bll  	TXS 0518+211              	Simbad
080.44300	+21.22200	J0521.7+2113 	LC	  3	0	080.443	+21.222	 0.014	 0.014	-37	  53.7	   7.9	  90.8	 1.92	PL	T	            	2FGL J0521.7+2113 	 	     	                          	Simbad
080.44300	+21.22200	J0521.7+2113 	LC	  3	0	080.443	+21.222	 0.014	 0.014	-37	  53.7	   7.9	  90.8	 1.92	PL	T	            	1FGL J0521.7+2114 	 	     	                          	Simbad
080.47600	-38.78500	J0521.9-3847 	LC	  1	0	080.476	-38.785	 0.299	 0.174	 16	   4.5	   0.2	   4.0	 2.63	PL	T	            	                  	 	bcu  	PKS 0520-388              	Simbad
080.74200	-36.47200	J0522.9-3628 	LC	  3	0	080.742	-36.472	 0.025	 0.023	 -8	  70.4	   4.7	  61.8	 2.44	LP	T	            	1FHL J0523.3-3620 	 	BCU  	PKS 0521-36               	Simbad
080.74200	-36.47200	J0522.9-3628 	LC	  3	0	080.742	-36.472	 0.025	 0.023	 -8	  70.4	   4.7	  61.8	 2.44	LP	T	            	2FGL J0523.0-3628 	 	     	                          	Simbad
080.74200	-36.47200	J0522.9-3628 	LC	  3	0	080.742	-36.472	 0.025	 0.023	 -8	  70.4	   4.7	  61.8	 2.44	LP	T	            	1FGL J0522.8-3632 	 	     	                          	Simbad
080.83900	-25.47600	J0523.3-2528 	LC	  2	0	080.839	-25.476	 0.042	 0.041	 14	  26.1	   1.8	  19.9	 2.15	PL	 	10          	2FGL J0523.3-2530 	 	     	                          	Simbad
080.83900	-25.47600	J0523.3-2528 	LC	  2	0	080.839	-25.476	 0.042	 0.041	 14	  26.1	   1.8	  19.9	 2.15	PL	 	10          	1FGL J0523.5-2529 	 	     	                          	Simbad
080.93200	+33.47400	J0523.7+3328 	LC	  1	0	080.932	+33.474	 0.227	 0.160	-70	   6.4	   0.6	  11.0	 2.63	PL	 	1           	                  	 	     	                          	Simbad
081.12400	+28.65500	J0524.4+2839 	LC	  2	0	081.124	+28.655	 0.060	 0.046	-78	   9.2	   0.9	  10.0	 2.12	PL	 	3           	2FGL J0524.1+2843 	 	     	                          	Simbad
081.12400	+28.65500	J0524.4+2839 	LC	  2	0	081.124	+28.655	 0.060	 0.046	-78	   9.2	   0.9	  10.0	 2.12	PL	 	3           	1FGL J0524.1+2842 	 	     	                          	Simbad
081.12800	-69.62900	J0524.5-6937 	LC	  1	0	081.128	-69.629	 0.056	 0.049	-11	   5.7	   0.2	   3.6	 1.63	PL	 	1           	                  	 	     	LMC field                 	Simbad
081.32400	-66.24400	J0525.2-6614 	LC	  1	0	081.324	-66.244	 0.098	 0.086	 77	   5.7	   0.4	   4.9	 2.11	PL	 	            	                  	 	     	LMC field                 	Simbad
081.33100	-45.97000	J0525.3-4558 	LC	  1	0	081.331	-45.970	 0.116	 0.090	 59	   5.5	   0.3	   3.6	 2.20	PL	 	            	                  	 	fsrq 	PKS 0524-460              	Simbad
081.41500	-60.23200	J0525.6-6013 	LC	  1	0	081.415	-60.232	 0.039	 0.038	 -6	  13.1	   0.6	   7.7	 1.73	PL	 	            	2FGL J0525.5-6011 	 	bcu  	SUMSS J052542-601341      	Simbad
081.45100	-20.24800	J0525.8-2014 	LC	  1	0	081.451	-20.248	 0.129	 0.115	 88	   5.3	   0.3	   3.6	 2.06	PL	 	            	                  	 	bcu  	PMN J0525-2010            	Simbad
081.52300	+42.88900	J0526.0+4253 	LC	  1	0	081.523	+42.889	 0.160	 0.141	 67	   7.2	   0.7	   9.7	 2.44	PL	 	            	2FGL J0526.6+4308 	 	bcu  	NVSS J052520+425520       	Simbad
081.57100	-48.49900	J0526.2-4829 	LC	  2	0	081.571	-48.499	 0.043	 0.041	 29	  18.3	   1.4	  17.1	 2.29	PL	T	            	2FGL J0526.1-4829 	 	fsrq 	PKS 0524-485              	Simbad
081.57100	-48.49900	J0526.2-4829 	LC	  2	0	081.571	-48.499	 0.043	 0.041	 29	  18.3	   1.4	  17.1	 2.29	PL	T	            	1FGL J0526.3-4829 	 	     	                          	Simbad
081.60900	+22.79800	J0526.4+2247 	LC	  1	0	081.609	+22.798	 0.055	 0.049	 42	   6.0	   0.7	   8.9	 2.40	PL	 	            	2FGL J0526.6+2248 	 	     	                          	Simbad
081.66000	+63.35900	J0526.6+6321 	LC	  1	0	081.660	+63.359	 0.177	 0.117	 26	   6.2	   0.3	   5.2	 2.54	PL	 	            	2FGL J0526.8+6326 	 	bcu  	GB6 J0526+6317            	Simbad
081.65000	-68.42000	J0526.6-6825e	LC	  4	0	081.650	-68.420	      	      	   	  83.8	  20.2	 192.3	 2.15	LP	 	            	0FGL J0538.4-6856 	 	GAL  	LMC                       	Simbad
081.65000	-68.42000	J0526.6-6825e	LC	  4	0	081.650	-68.420	      	      	   	  83.8	  20.2	 192.3	 2.15	LP	 	            	1FGL J0538.9-6914 	 	     	                          	Simbad
081.65000	-68.42000	J0526.6-6825e	LC	  4	0	081.650	-68.420	      	      	   	  83.8	  20.2	 192.3	 2.15	LP	 	            	1FHL J0526.6-6825e	 	     	                          	Simbad
081.65000	-68.42000	J0526.6-6825e	LC	  4	0	081.650	-68.420	      	      	   	  83.8	  20.2	 192.3	 2.15	LP	 	            	2FGL J0526.6-6825e	 	     	                          	Simbad
081.83600	+66.78500	J0527.3+6647 	LC	  1	0	081.836	+66.785	 0.086	 0.065	-88	   5.0	   0.2	   2.4	 1.85	PL	 	            	1FGL J0527.6+6646 	 	     	                          	Simbad
082.07800	+18.26100	J0528.3+1815 	LC	  1	0	082.078	+18.261	 0.063	 0.058	-52	   4.9	   0.2	   3.3	 1.65	PL	 	            	                  	 	bcu  	1RXS J052829.6+181657     	Simbad
082.28800	+09.55700	J0529.1+0933 	LC	  2	0	082.288	+09.557	 0.073	 0.064	 82	   8.2	   0.8	   9.3	 2.32	PL	 	            	1FHL J0529.0+0937 	 	bcu  	GB6 J0529+0934            	Simbad
082.28800	+09.55700	J0529.1+0933 	LC	  2	0	082.288	+09.557	 0.073	 0.064	 82	   8.2	   0.8	   9.3	 2.32	PL	 	            	2FGL J0529.2+0935 	 	     	                          	Simbad
082.30000	-59.29900	J0529.2-5917 	LC	  1	0	082.300	-59.299	 0.099	 0.082	-90	   5.6	   0.3	   3.6	 2.37	PL	 	1,3         	                  	 	bll  	1RXS J052846.9-592000     	Simbad
082.45300	-72.71600	J0529.8-7242 	LC	  1	0	082.453	-72.716	 0.076	 0.072	-17	   8.7	   0.5	   7.1	 2.48	PL	T	            	                  	 	bcu  	PKS 0530-727              	Simbad
